TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerAge_real,AccountBalance_real,Target
0.007207441957422414,0.8387096774193548,0.24482758620689654,0.0,0.33683185966818,0.24482758620689654,5118.794709055883,1.0
0.1959402767282487,0.8064516129032258,0.45172413793103444,0.0,0.9180546275595326,0.45172413793103444,13779.013950637036,0.0
0.0656799645621075,0.016129032258064557,0.1586206896551724,0.0,0.06863734931174438,0.1586206896551724,1122.6965047449912,1.0
0.0960158428225239,0.12903225806451613,0.05172413793103449,0.0,0.569197956003802,0.05172413793103449,8581.04954445665,0.0
0.006873908851655939,0.435483870967742,0.6482758620689656,0.0,0.4925911187531677,0.6482758620689656,7439.607669422198,2.0
0.04788805795137713,0.0,0.5586206896551724,0.0,0.045737843102722775,0.5586206896551724,781.4938622305693,2.0
0.003554212158323996,0.30645161290322587,0.44482758620689655,0.0,0.8883303734554748,0.44482758620689655,13336.122564486575,0.0
0.08919925997342157,0.7903225806451613,0.9689655172413792,0.0,0.18115460779713835,0.9689655172413792,2799.2036561773616,2.0
0.05522578627823957,0.532258064516129,0.26206896551724135,0.0,0.6045605421617909,0.26206896551724135,9107.952078210685,0.0
0.4250983662089272,0.5967741935483871,0.3793103448275862,0.0,0.06188385358620237,0.3793103448275862,1022.0694184344153,1.0
0.009130468770357246,0.5483870967741935,0.16896551724137931,0.0,0.5040264197666963,0.16896551724137931,7609.993654523774,0.0
0.09889256585975975,0.04838709677419356,0.5620689655172414,0.0,0.09595919536134934,0.5620689655172414,1529.7920108841051,2.0
0.2575813638377153,0.09677419354838712,0.3482758620689655,0.0,0.10209024288923516,0.3482758620689655,1621.1446190496038,1.0
0.40727519086953123,0.12903225806451613,0.3896551724137931,0.0,0.005944850820811549,0.3896551724137931,188.57827723009206,1.0
0.08689058550694426,0.0,0.4275862068965517,0.0,0.013355076448200345,0.4275862068965517,298.99063907818515,1.0
0.2424316647992287,0.29032258064516125,0.4103448275862069,0.0,0.22614430312017286,0.4103448275862069,3469.550116490576,1.0
0.2895171587148552,0.016129032258064557,0.5103448275862069,0.0,0.06923627084966197,0.5103448275862069,1131.6204356599633,1.0
0.2567527425280767,0.33870967741935487,0.7724137931034483,0.0,0.3366812890458528,0.7724137931034483,5116.551206783207,2.0
0.00959949970034135,0.6612903225806451,0.3310344827586207,0.0,0.5274757776233234,0.3310344827586207,7959.389086587519,0.0
0.037115980926075515,0.0,0.5482758620689655,0.0,0.4347283074114356,0.5482758620689655,6577.4517804303905,2.0
0.030778851916512494,0.8548387096774193,0.09655172413793102,0.0,0.3797633083592239,0.09655172413793102,5758.473294552436,1.0
0.04456314980326758,0.32258064516129037,0.2862068965517241,0.0,0.607992073532239,0.2862068965517241,9159.081895630361,0.0
0.027068296114860464,0.33870967741935487,0.3793103448275862,0.0,0.5964801428269905,0.3793103448275862,8987.554128122158,0.0
0.18009745420434112,0.06451612903225812,0.4551724137931034,0.5,0.0874687599568185,0.4551724137931034,1403.2845233565959,1.0
0.07571201500898975,0.04838709677419356,0.296551724137931,0.0,0.12299132740103008,0.296551724137931,1932.5707782753482,1.0
0.0037678818042056438,0.7580645161290323,0.9172413793103449,0.0,0.23751305729615496,0.9172413793103449,3638.944553712709,2.0
0.128550954999088,0.08064516129032262,0.5103448275862069,1.0,0.03845600581847905,0.5103448275862069,672.9944866953379,1.0
0.020877087839070278,0.30645161290322587,0.29310344827586204,0.0,0.1737793360642184,0.29310344827586204,2689.312107356854,1.0
0.06628449331630924,0.4193548387096775,0.6448275862068966,0.0,0.11231022387969408,0.6448275862068966,1773.4223358074419,2.0
0.029137243661568127,0.14516129032258068,0.9413793103448276,0.0,0.08405336115304833,0.9413793103448276,1352.3950811804202,2.0
0.014618130651171273,0.6612903225806451,0.034482758620689655,0.0,0.5534290442664186,0.034482758620689655,8346.092759569638,0.0
0.03067462282096047,0.1774193548387097,0.8517241379310345,0.0,0.6535296039320443,0.8517241379310345,9837.59109858746,2.0
0.20647262683378065,0.5,0.5448275862068966,0.5,0.6445565359077325,0.5448275862068966,9703.892385025214,0.0
